,Symbol,Name,Exchange,Country,Sector,Revenue,RevenueYoY,LastClose,PE
49,BOM:538180,Gold Line International Finvest Ltd,Bombay Stock Exchange,India,Financials,97057.97227094184,-0.4163403,0.0061353375436,370.9677
50,BOM:538319,GCM Capital Advisors Ltd,Bombay Stock Exchange,India,Financials,563386.0394395504,0.8963771,0.05041646938,73.28422
1,BOM:538364,Bcpl International Ltd,Bombay Stock Exchange,India,Consumer Non-Cyclicals,1254228.114517409,,,
2,BOM:538422,Jackson Investments Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,138002.2807450434,0.2359497,,
3,BOM:538432,Divinus Fabrics Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,0.0,-1.0,0.09629812405386,40.39161
4,BOM:538570,Achal Investments Ltd,Bombay Stock Exchange,India,Financials,,,,
5,BOM:538653,Ejecta Marketing Ltd,Bombay Stock Exchange,India,Technology,97845.29613006915,-0.1621573,0.00880287560603,
6,BOM:538708,Econo Trade (India) Ltd,Bombay Stock Exchange,India,Financials,246425.69906169348,0.0926822,0.06402091349841,10.35241
7,BOM:538834,Meenakshi Enterprises Ltd,Bombay Stock Exchange,India,Financials,227562.33703009647,-0.2168329,0.12417389680629,
8,BOM:539007,Pincon Lifestyle Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,42856959.94024714,2.728388,,
9,BOM:539014,Kalpa Commercial Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,194650.25241578915,-0.7230299,,
10,BOM:539041,SVP Housing Ltd,Bombay Stock Exchange,India,Basic Materials,0.0,-1.0,0.07455768884502,
11,BOM:539113,Paul Merchants Ltd,Bombay Stock Exchange,India,Financials,405630639.34218514,-0.4370657,22.20725436976079,4.89621
12,BOM:539123,VB Industries Ltd,Bombay Stock Exchange,India,Financials,192196.1173983501,-0.8518511,0.02267407353069,
13,BOM:539125,Layla Textile and Traders Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,789280.6316730131,-0.0572416,,
14,BOM:539131,Crescent Leasing Ltd,Bombay Stock Exchange,India,Financials,191075.751412128,-0.8185089,0.0430807397083,420.5729
15,BOM:539143,Panth Infinity Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,2884276.8637755,0.2229602,0.12524091203126,37.10143
16,BOM:539169,Funny Software Ltd,Bombay Stock Exchange,India,Technology,0.0,,0.0049349454155,
17,BOM:539218,Saumya Consultants Ltd,Bombay Stock Exchange,India,Financials,1791434.5352815252,2.898527,1.52049669558723,6.02066
18,BOM:539223,Ambition Mica Ltd,Bombay Stock Exchange,India,Basic Materials,4870431.007462437,-0.4287195,0.05468453027989,
19,BOM:539255,STAR DELTA TRANSFORMERS LTD,Bombay Stock Exchange,India,Industrials,2891320.498029356,-0.7195711,1.13370367653433,14.61347
20,BOM:539265,Amrapali Fincap Ltd,Bombay Stock Exchange,India,Financials,11276278.250895292,-0.249702,0.28809411074284,52.00433
21,BOM:539278,Symbiox Investment + Trading Co Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,277244.9666891184,1.002603,0.02600849610873,86.1688
22,BOM:539363,Sri Krishna Constructions (India) Ltd,Bombay Stock Exchange,India,Real Estate,410814.1993051063,-0.4350617,0.08816213296343,7.34444
23,BOM:539401,Patdiam Jewellery Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,9011497.089049088,0.0791957,0.99365792825656,11.54627
24,BOM:539798,Umiya Tubes Ltd,Bombay Stock Exchange,India,Basic Materials,2616760.141646271,1.791374,0.10003267734126,25.26529
25,BOM:539800,CHD CHEMICALS Ltd,Bombay Stock Exchange,India,Basic Materials,9229160.192329494,-0.2001404,0.11417062907216,
26,BOM:539833,Shivom Investment and Consultancy Ltd,Bombay Stock Exchange,India,Financials,454114.8775266587,-0.5409488,0.00600196064048,
27,BOM:540024,Ashari Agencies Ltd,Bombay Stock Exchange,India,Financials,-44530.41326833432,0.8475102,0.03040993391174,
28,BOM:540071,Camson Seeds Ltd,Bombay Stock Exchange,India,Consumer Non-Cyclicals,435303.13235656975,0.8836396,,
29,BOM:540148,Bindal Exports Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,3104711.539102773,-0.3273937,0.11337036765343,18.63095
30,BOM:540152,India Green Reality Ltd,Bombay Stock Exchange,India,Real Estate,2398578.202212723,2.314788,0.06162012924222,
31,BOM:540253,Shree Nidhi Trading Co Ltd,Bombay Stock Exchange,India,Financials,33220.31863742156,-0.3725365,0.03654527145534,
32,BOM:540394,Jash Dealmark Ltd,Bombay Stock Exchange,India,Industrials,45833318.884168826,-0.1526341,,
33,BOM:540426,Relstruct Buildcon Ltd,Bombay Stock Exchange,India,Industrials,0.0,-1.0,,
34,BOM:540545,Bhakti Gems and Jewellery Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,9056842.5685724,0.2337435,0.20073223919814,
35,BOM:540681,Chothani Foods Ltd,Bombay Stock Exchange,India,Consumer Non-Cyclicals,534993.2978106181,-0.0691975,0.12270675087195,35.65615
36,BOM:540698,Nouritrans Exim Ltd,Bombay Stock Exchange,India,Consumer Non-Cyclicals,373388.6402891611,-0.5521031,0.01253742889344,
37,BOM:540715,Sagar Diamonds Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,378148595.2077679,0.4388233,0.33277537328861,3.55788
38,BOM:540809,MRC Exim Ltd,Bombay Stock Exchange,India,Basic Materials,771922.1612393382,-0.6579496,0.07309054291068,55.4095
39,BOM:540812,Kids Medical Systems Ltd,Bombay Stock Exchange,India,Healthcare,45601.56317730458,-0.3337387,,
40,BOM:540936,Gautam Gems Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,12480893.091743302,-0.7148551,0.14311341704957,
41,BOM:540952,Lorenzini Apparels Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,3400077.3586038104,-0.28346,0.09336383218518,101.464
42,BOM:542002,Devoted Construction Ltd,Bombay Stock Exchange,India,Real Estate,39426.2125627705,-0.5568382,0.05975285259852,
43,BOM:542248,Deccan Health Care Ltd,Bombay Stock Exchange,India,Healthcare,4504911.604457456,-0.2004611,0.41613593773966,124.392
44,BOM:542503,Mahip Industries Ltd,Bombay Stock Exchange,India,Basic Materials,2775541.3435055446,-0.846463,0.04574827777074,9.7305
45,BOM:542628,Northern Spirits Ltd,Bombay Stock Exchange,India,Consumer Non-Cyclicals,19081113.16363345,-0.1103588,0.4668191609259,18.93417
46,BOM:542653,Jinaams Dress Ltd,Bombay Stock Exchange,India,Consumer Cyclicals,12274933.811711824,-0.3844147,0.04134683996772,31.0
47,BOM:542683,SUICH Industries Ltd,Bombay Stock Exchange,India,Technology,26647331.46161079,0.3995433,0.05775219905169,
48,BOM:542774,APM Finvest Ltd,Bombay Stock Exchange,India,Financials,3045528.205880588,5.223278,0.43614247320791,3.5669
49,BOM:543211,Bonlon Industries Ltd,Bombay Stock Exchange,India,Basic Materials,21097265.106601488,-0.3491427,0.29342918686771,15.8792
50,BOT:AFS,Afinitas Ltd,Botswana Stock Exchange,Botswana,Financials,34470.09803006421,-0.9718387,0.01422400496418,
1,BOT:LETSHEGO,Letshego Holdings Ltd,Botswana Stock Exchange,Botswana,Financials,246879623.4863349,-0.0827142,0.10821397273008,4.37574
2,BSE:COBJ,Constructii Bihor SA,Bucharest SE,Romania,Industrials,16839771.182069678,0.7651212,2.29755708726028,
3,BSE:ELJ,Electroaparataj SA,Bucharest SE,Romania,Industrials,2485532.4236882823,-0.1289596,0.02578890608149,8.15419
4,BSE:ELV,Elvila SA,Bucharest SE,Romania,Consumer Cyclicals,12196600.553289255,-0.2723091,0.14887232147044,
5,BSE:UZIN,Uzinexport SA,Bucharest SE,Romania,Industrials,141320.86088057392,-0.5206479,0.14301120645192,
6,BSE:UZT,Uztel SA,Bucharest SE,Romania,Energy,8270792.891639706,-0.4444955,0.35166690111127,
7,BSH:BFM,Bahrain Flour Mills Company BSC,Bahrain Stock Exchange,Bahrain,Consumer Non-Cyclicals,18719994.69284861,-0.0028806,0.90221573570386,1.98089
8,BSH:NASS,Nass Corporation BSC,Bahrain Stock Exchange,Bahrain,Industrials,374671620.00796074,-0.080067,0.09818230065013,
9,BTS:1SKF401E,Zentiva as,Bratislava Stock Exchange,Slovakia,Healthcare,131292028.01094468,-0.1895018,34.78180216110931,5.95886
10,BTS:1TSR01AE,Sitno as v likvidacii,Bratislava Stock Exchange,Slovakia,Industrials,54203960.487872735,0.4519255,,
11,BUE:PATR3,Patricios S.A.I.C.,Buenos Aires Stock Exchange,Argentina,Basic Materials,713885.924488641,0.4928469,,
12,BUL:AKUM,Akumplast AD,Bulgarian Stock Exchange,Bulgaria,Basic Materials,3803593.666607365,-0.0613201,90.73118662159759,1.84135
13,BUL:BGIG,Bulgarian Investment Group ADSITS Sofia,Bulgarian Stock Exchange,Bulgaria,Real Estate,5337.128624799858,,0.08895214374666,
14,BUL:BVH,Bulvesta Holding AD v likvidatsiya,Bulgarian Stock Exchange,Bulgaria,Financials,989147.8384629069,-0.0789619,,
15,BUL:CEZE,CEZ Electro Bulgaria AD,Bulgarian Stock Exchange,Bulgaria,Utilities,397253157.80110306,0.1359213,17790.42874933286,9.69932
16,BUL:DOBH,Dobrudza Holding AD,Bulgarian Stock Exchange,Bulgaria,Financials,593.0142916444287,-0.6666667,,
17,BUL:FZLS,Fazerles AD,Bulgarian Stock Exchange,Bulgaria,Basic Materials,7574571.547174288,-0.2280776,12.69050584119077,17.86236
18,BUL:GPP,Grinders Producing Plant AD,Bulgarian Stock Exchange,Bulgaria,Industrials,2155606.950127498,0.9917808,,
19,BUL:HLEV,Zlaten Lev Holding AD,Bulgarian Stock Exchange,Bulgaria,Financials,1143924.568582103,0.3016194,0.14350945857795,3.18212
20,BUL:HNIC,Nicotiana BT Holding AD,Bulgarian Stock Exchange,Bulgaria,Consumer Non-Cyclicals,5930.142916444286,-0.9885057,0.00237205716658,
21,BUL:HSTR,Stroyinvest Holding AD - v likvidatsiya,Bulgarian Stock Exchange,Bulgaria,Financials,0.0,,,
22,BUL:HUG,Holding Coop Yug AD,Bulgarian Stock Exchange,Bulgaria,Financials,11860.285832888572,1.0,0.8835912945502,74.09249
23,BUL:INFH,Infra Holding AD,Bulgarian Stock Exchange,Bulgaria,Industrials,4451165.273083081,-0.7802178,0.04151100041511,4.68227
24,BUL:INTL,Interlogic Leasing AD,Bulgarian Stock Exchange,Bulgaria,Real Estate,0.0,-1.0,,
25,BUL:KREP,Krepezhni Izdelia AD,Bulgarian Stock Exchange,Bulgaria,Industrials,454248.9473996323,0.5198413,,
26,BUL:MIZA,Mizia 96 AD,Bulgarian Stock Exchange,Bulgaria,Consumer Cyclicals,7874636.7787463665,-0.4068433,10.08124295795529,
27,BUL:OCW,Orpheus Club Wellness AD,Bulgarian Stock Exchange,Bulgaria,Consumer Cyclicals,151218.6443693293,1.383178,0.00948822866631,
28,BUL:ORGT,Orgtechnica AD,Bulgarian Stock Exchange,Bulgaria,Technology,1446361.8573207613,0.410642,0.44476071873332,
29,BUL:PTP,Tech Park Optela AD,Bulgarian Stock Exchange,Bulgaria,Industrials,356994.603569946,0.13371,0.053371286248,
30,BUL:ROZH,Rozachim AD,Bulgarian Stock Exchange,Bulgaria,Basic Materials,4142204.8271363336,0.6880135,,
31,BUL:SBS,Specialized Business Systems AD,Bulgarian Stock Exchange,Bulgaria,Consumer Cyclicals,1468896.4004032495,-0.0943327,0.80056929371998,
32,BUL:SEVK,Sevko AD,Bulgarian Stock Exchange,Bulgaria,Real Estate,26685.64312399929,-0.0217391,,
33,BUL:TRIV,Transinvestment ADSITS,Bulgarian Stock Exchange,Bulgaria,Financials,0.0,,0.4151100041511,21.67183
34,BUL:VELB,Velbazhd AD,Bulgarian Stock Exchange,Bulgaria,Consumer Cyclicals,1211528.1978295676,-0.0444341,0.03024372887387,
35,BUL:VPOM,Vipom AD,Bulgarian Stock Exchange,Bulgaria,Industrials,1427978.414279784,-0.1624348,2.46693945324082,
36,BUL:YGAG,Yuri Gagarin AD,Bulgarian Stock Exchange,Bulgaria,Basic Materials,78825831.70254403,0.0775729,4.92201862064876,14.72153
37,BUL:ZLP,Zlatni Pyasatsi AD,Bulgarian Stock Exchange,Bulgaria,Consumer Cyclicals,7375911.759473403,-0.4706108,0.80056929371998,
38,BWB:3MS,Vietnam Equity Holding,Boerse-Stuttgart,Cayman Islands,Financials,9723438.297082966,,,
39,BWB:SBV,Schwabenverlag AG,Boerse-Stuttgart,Germany,Consumer Cyclicals,12082282.14997913,-0.0486962,1.39127208644437,0.96545
40,CAI:AGIN,Gulf Arab Investment Company SAE,Egyptian Stock Exchange,Egypt,Financials,371000.0,-0.4404223,0.19,
41,CAI:EGSA,Egyptian Satellite Co SAE,Egyptian Stock Exchange,Egypt,Consumer Cyclicals,125104000.0,-0.0428921,4.3,4.14674
42,CAI:EMFD,Emaar Misr for Development SAE,Egyptian Stock Exchange,Egypt,Real Estate,298693176.02040815,-0.1434581,0.14732142857143,4.31091
43,CAI:RREI,Arab Real Estate Investment Co SAE,Egyptian Stock Exchange,Egypt,Real Estate,2701809.3112244895,0.0596945,0.04744897959184,20.75893
44,CAI:UEGC,El-Saeed Contracting + Real Estate InvCo,Egyptian Stock Exchange,Egypt,Industrials,52956371.17346939,-0.0088138,0.04483418367347,5.98553
45,CAS:2ADHA,Douja Promotion Group Addoha SA,Casablanca Stock Exchange,Morocco,Real Estate,384566120.7258581,-0.1433992,0.54262537851159,
46,CAS:ADI,Alliances Developpement Immobilier SA,Casablanca Stock Exchange,Morocco,Real Estate,140397520.05835155,-0.3842033,4.58634484892691,
47,CAS:INV,Involys SA,Casablanca Stock Exchange,Morocco,Technology,3694941.758946135,-0.1226932,12.55442830935172,42.94328
48,CAS:NEX,Nexans Maroc SA,Casablanca Stock Exchange,Morocco,Industrials,198761355.3477886,-0.0179187,22.10286674181641,5.47395
49,CAS:RDS,Residences Dar Saada SA,Casablanca Stock Exchange,Morocco,Real Estate,68316535.15460955,-0.5522918,3.59061070220808,
50,CAS:SRM,Societe de Realisations Mecaniques SA,Casablanca Stock Exchange,Morocco,Industrials,27400780.231195983,-0.3137716,16.46663572265323,12.41646
1,CNQ:ARM,Armada Mercantile Ltd,Canadian National Stock Exchange,Canada,Financials,276631.3576453465,1.061897,0.21832295625455,0.88583
2,CNQ:BIO,Biome Grow Inc,Canadian National Stock Exchange,Canada,Healthcare,0.0,-1.0,0.03436565052155,0.26875
3,CNQ:BLGV,Belgravia Hartford Capital Inc,Canadian National Stock Exchange,Canada,Industrials,116115.4685857524,-0.3828169,0.12937656666936,1.5083
4,CNQ:BYT,BYT Holdings Ltd,Canadian National Stock Exchange,Canada,Industrials,5323120.569908373,,0.02021515981087,
5,CNQ:CDN,CDN Maverick Capital Corp,Canadian National Stock Exchange,Canada,Basic Materials,0.0,,0.12937656666936,
6,CNQ:CO,International Cobalt Corp,Canadian National Stock Exchange,Canada,Basic Materials,0.0,,0.21023692083771,
7,CNQ:CUBE,Saltbae Capital Corp,Canadian National Stock Exchange,Canada,Industrials,,,,
8,CNQ:EHC,Eviana Health Corp,Canadian National Stock Exchange,Canada,Healthcare,0.0,,,
9,CNQ:EMH,Emerald Health Therapeutics Inc,Canadian National Stock Exchange,Canada,Healthcare,9493005.579364436,-0.4222216,0.08894638958519,
10,CNQ:GPO,Gold Port Corp,Canadian National Stock Exchange,Canada,Basic Materials,0.0,,0.07681733645993,
11,CNQ:GRHK,Greenhawk Resources Inc,Canadian National Stock Exchange,Canada,Basic Materials,0.0,,0.06468828333468,0.21418
12,CNQ:MHY.UN,Marret High Yield Strategies Fund,Canadian National Stock Exchange,Canada,Financials,2870.5425729764697,1.000368,0.23449502708822,5.45113
13,CNQ:NBUD,North Bud Farms Inc,Canadian National Stock Exchange,Canada,Healthcare,0.0,,,
14,CNQ:PBIC,Plant-Based Investment Corp,Canadian National Stock Exchange,Canada,Financials,-10190062.262472708,-7.289404,0.27896822188081,
15,CNQ:QCA,Quinsam Capital Corporation,Canadian National Stock Exchange,Canada,Financials,309678.98439395166,1.0304,0.12937656666936,3.11345
16,CNQ:WLNS,Discover Wellness Solutions Inc,Canadian National Stock Exchange,Canada,Healthcare,0.0,,0.06064526562626,
17,COL:APLA.N0000,ACL Plastics Plc,Colombo (Sri Lanka) Stock Exchange,Sri Lanka,Industrials,9452761.194029849,0.2019412,1.28233830845771,5.26959
18,COL:CHMX.N0000,Chemanex PLC,Colombo (Sri Lanka) Stock Exchange,Sri Lanka,Basic Materials,2196024.87562189,0.1150714,0.39800995024876,38.14992
19,COL:EAST.N0000,East West Properties PLC,Colombo (Sri Lanka) Stock Exchange,Sri Lanka,Consumer Cyclicals,357080.94527363183,0.1294445,0.04825870646766,9.91648
20,COL:GUAR.N0000,Ceylon Guardian Investment Trust PLC,Colombo (Sri Lanka) Stock Exchange,Sri Lanka,Financials,7983398.009950248,1.288022,0.52114427860697,4.14835
21,COL:MHDL.N0000,Millennium Housing Developers PLC,Colombo (Sri Lanka) Stock Exchange,Sri Lanka,Real Estate,4990616.915422886,-0.2330598,0.0318407960199,6.62848
22,CSE:AIAS,Aias Investment Public Ltd,Cyprus Stock Exchange,Cyprus,Financials,90699.34610211937,1.176182,,
23,CSE:ANAST,D + S Anastopoulos SA,Cyprus Stock Exchange,Greece,Basic Materials,38923769.8835969,-0.3141298,,
24,CSE:CHCH,Ch Charilaou Group PLC,Cyprus Stock Exchange,Cyprus,Consumer Cyclicals,477496.1740017623,-0.7625773,0.00231878681074,
25,CSE:CLA,Claridge Public Ltd,Cyprus Stock Exchange,Cyprus,Consumer Cyclicals,0.0,-1.0,0.01797059778324,
26,CSE:CLL,CLR Investment Fund Public Ltd,Cyprus Stock Exchange,Cyprus,Financials,746208.783564439,4.34296,0.0040578769188,
27,CSE:ECON,PG Economides Properties Plc,Cyprus Stock Exchange,Cyprus,Consumer Non-Cyclicals,0.0,,1.15939340537031,
28,CSE:ELF,Ellinas Finance PCL,Cyprus Stock Exchange,Cyprus,Financials,1767947.4099151324,0.0645477,0.3825998237722,9.51009
29,CSE:INF,Interfund Investments Plc,Cyprus Stock Exchange,Cyprus,Financials,-282416.6396141539,-1.595458,0.13564902842833,
30,CSE:KOYIM,K Kouimtzis,Cyprus Stock Exchange,Greece,Industrials,11321731.66999026,0.1994095,,
31,CSE:KOYTARI,Athanasios D Koukoutaris SA,Cyprus Stock Exchange,Greece,Consumer Non-Cyclicals,42362380.002782546,-0.0188544,0.33622408755739,1.60398
32,CSE:LI,LCP Holdings and Investments Public Ltd,Cyprus Stock Exchange,Cyprus,Financials,139880.8143579279,2.603644,0.01275332745907,
33,CSE:PLATA,Plata Management PLC,Cyprus Stock Exchange,Cyprus,Industrials,422088.7631591152,0.3557517,0.0115939340537,0.80972
34,CSE:UFI,Unifast Finance + Investments PCL,Cyprus Stock Exchange,Cyprus,Financials,0.0,,0.00057969670269,0.00347
35,CVE:AHP,Allied Hotel Properties Inc.,TSX Venture Exchange,Canada,Consumer Cyclicals,692973.2352227704,213.25,0.17789277917037,10.73171
36,CVE:AWI,Advent-AWI Holdings Inc,TSX Venture Exchange,Canada,Technology,3353400.177892779,-0.3438739,0.735829222932,
37,CVE:ESGW,ESG Global Impact Capital Inc,TSX Venture Exchange,Canada,Financials,26037.034042209103,0.2485459,0.10916147812727,0.75524
38,CVE:FNC,Fancamp Exploration Ltd,TSX Venture Exchange,Canada,Basic Materials,0.0,,0.10107544271044,1.5952
39,CVE:FNR,49 North Resources Inc,TSX Venture Exchange,Canada,Financials,14440850.650925852,4.596678,0.02830112395892,
40,CVE:GMN,Gobimin Inc.,TSX Venture Exchange,Canada,Basic Materials,1168130.3574316674,-0.5775573,0.16173378618793,
41,CVE:GRG,Golden Arrow Resources Corp,TSX Venture Exchange,Canada,Basic Materials,0.0,,0.1374626020862,
42,CVE:GRO,GrowMax Resources Corp,TSX Venture Exchange,Canada,Basic Materials,0.0,,0.04043017708418,8.56164
43,CVE:LBY,Liberty One Lithium Corp,TSX Venture Exchange,Canada,Basic Materials,0.0,,0.31131236354815,
44,CVE:MCM.A,"Matachewan Consolidated Mines, Limited",TSX Venture Exchange,Canada,Energy,1322050.6185817092,0.3703744,0.16576372604512,
45,CVE:MCS,McChip Resources Inc,TSX Venture Exchange,Canada,Energy,1932788.8736152663,1.353333,0.69539904584782,3.6994
46,CVE:MMM,Minco Capital Corp,TSX Venture Exchange,Canada,Basic Materials,0.0,,0.06468828333468,39.60396
47,CVE:MMY,Monument Mining Limited,TSX Venture Exchange,Canada,Basic Materials,23236001.940805435,-0.2247172,0.11321365033155,
48,CVE:PCO,Phoenix Canada Oil Company Ltd,TSX Venture Exchange,Canada,Energy,202.15088542087813,-0.375,0.99458235627072,14.18031
49,CVE:PRH,Pearl River Holdings Ltd,TSX Venture Exchange,Canada,Basic Materials,49906730.62096508,0.1467131,0.20203920595036,3.15401
50,CVE:PTE,Pioneering Technology Corp,TSX Venture Exchange,Canada,Industrials,5288711.894558097,0.6593558,0.03638715937576,
1,CVE:PXI,Planet Ventures Inc,TSX Venture Exchange,Canada,Financials,0.0,,0.11320449583569,
2,CVE:SMP,Southern Empire Resources Corp,TSX Venture Exchange,Canada,Basic Materials,0.0,,0.10511846041886,
3,CVE:SNI.PR.A,Sonor Investments Limited,TSX Venture Exchange,Canada,Financials,2887523.2473518234,-0.2941293,6.09687070429368,2.01119
4,CVE:TIL,Till Capital Corp,TSX Venture Exchange,Canada,Financials,-449951.4798641436,-3.818529,4.64984635290312,
5,CVE:VGN,Greencastle Resources Ltd,TSX Venture Exchange,Canada,Energy,102603.70340422093,0.9052553,0.09703242500202,0.64433
6,CVE:ZC,Zimtu Capital Corp,TSX Venture Exchange,Canada,Financials,1121266.2731462764,-0.0676407,0.16980674375354,0.34146
